ATK,Aquireable,CP39,CP40,CrossGen,DEF,EvolutionStage,Evolved,FamilyID,FutureEvolve,Generation,Hatchable,ImgName,Legendary,Name,Nest,New,NotGettable,PokedexNumber,Raidable,Regional,Row,STA,STATTOTAL,Shiny,Spawns,Type1,Type2,Weather1,Weather2,_id
238,0,2825,2866,1,212,2,0,,0,4,0,471,0,Glaceon,0,0,0,471,0,0,478,130,580,0,0,ice,,Snow,,60f83d8adb25e1905e06f69c
185,0,2565,2602,0,248,2,0,,0,4,0,472,0,Gliscor,0,0,0,472,0,0,479,150,583,0,0,ground,flying,Sunny/clear,Windy,60f83d8adb25e1905e06f69d
247,0,3242,3289,0,157,3,0,,0,4,0,473,0,Mamoswine,0,0,0,473,0,0,480,220,624,0,0,ice,ground,Snow,Sunny/clear,60f83d8adb25e1905e06f69e
264,0,3028,3072,0,153,3,0,,0,4,0,474,0,Porygon-Z,0,0,0,474,0,0,481,170,587,0,0,normal,,Partly cloudy,,60f83d8adb25e1905e06f69f
237,0,2922,2964,0,220,Evolved,0,,0,4,0,475,0,Gallade,0,0,0,475,0,0,482,136,593,0,0,psychic,fighting,Windy,Cloudy,60f83d8adb25e1905e06f6a0
135,0,1836,1863,0,278,2,0,,0,4,0,476,0,Probopass,0,0,0,476,0,0,483,120,533,0,0,rock,steel,Partly cloudy,Snow,60f83d8adb25e1905e06f6a1
180,0,2017,2046,0,254,3,0,,0,4,0,477,0,Dusknoir,0,0,0,477,0,0,484,90,524,0,0,ghost,,Fog,,60f83d8adb25e1905e06f6a2
171,0,1831,1857,0,150,3,0,,0,4,0,478,0,Froslass,0,0,0,478,0,0,485,140,461,0,0,ice,ghost,Snow,Fog,60f83d8adb25e1905e06f6a3
185,0,1741,1767,0,159,1,0,,0,4,0,479,0,Rotom (Normal Rotom),0,0,0,479,0,0,491,100,444,0,0,electric,ghost,Rainy,Fog,60f83d8adb25e1905e06f6a9
156,0,2282,2316,0,270,1,0,,0,4,0,480,1,Uxie,0,0,0,480,0,0,492,150,576,0,0,psychic,,Windy,,60f83d8adb25e1905e06f6aa
212,0,2785,2825,0,212,1,0,,0,4,0,481,1,Mesprit,0,0,0,481,0,0,493,160,584,0,0,psychic,,Windy,,60f83d8adb25e1905e06f6ab
270,0,2903,2945,0,151,1,0,,0,4,0,482,1,Azelf,0,0,0,482,0,0,494,150,571,0,0,psychic,,Windy,,60f83d8adb25e1905e06f6ac
302,0,4587,4654,0,242,1,0,,0,4,0,483,1,Dialga,0,0,0,483,0,0,495,200,744,0,0,steel,dragon,Snow,Windy,60f83d8adb25e1905e06f6ad
308,0,4494,4559,0,247,1,0,,0,4,0,484,1,Palkia,0,0,0,484,0,0,496,180,735,0,0,water,dragon,Rainy,Windy,60f83d8adb25e1905e06f6ae
251,0,3470,3521,0,213,1,0,,0,4,0,485,1,Heatran,0,0,0,485,0,0,497,182,646,0,0,fire,steel,Sunny/clear,Snow,60f83d8adb25e1905e06f6af
315,0,4884,4955,0,231,1,0,,0,4,0,486,1,Regigigas,0,0,0,486,0,0,498,220,766,0,0,normal,,Partly cloudy,,60f83d8adb25e1905e06f6b0
206,0,3908,3965,0,247,1,0,,0,4,0,487,1,Giratina (Altered Forme),0,0,0,487,0,0,499,300,753,0,0,ghost,dragon,Fog,Windy,60f83d8adb25e1905e06f6b1
152,0,2737,2777,0,263,1,0,,0,4,0,488,1,Cresselia,0,0,0,488,0,0,501,240,655,0,0,psychic,,Windy,,60f83d8adb25e1905e06f6b3
162,0,1917,1945,0,162,1,0,,0,4,0,489,2,Phione,0,0,0,489,0,0,502,160,484,0,0,water,,Rainy,,60f83d8adb25e1905e06f6b4
210,0,3046,3090,0,210,2,0,,0,4,0,490,2,Manaphy,0,0,0,490,0,0,503,200,620,0,0,water,,Rainy,,60f83d8adb25e1905e06f6b5
285,0,3355,3404,0,198,1,0,,0,4,0,491,1,Darkrai,0,0,0,491,0,0,504,140,623,0,0,dark,,Fog,,60f83d8adb25e1905e06f6b6
210,0,3046,3090,0,210,1,0,,0,4,0,492,1,Shaymin (Land Forme),0,0,0,492,0,0,505,200,620,0,0,grass,,Sunny/clear,,60f83d8adb25e1905e06f6b7
262,0,4532,4598,0,262,1,0,,0,4,0,493,1,Arceus,0,0,0,493,0,0,507,240,764,0,0,normal,,Partly cloudy,,60f83d8adb25e1905e06f6b9
210,0,3046,3090,0,210,Lower,0,,0,5,0,494,1,Victini,0,0,0,494,0,0,508,200,620,0,0,psychic,fire,Windy,Sunny/clear,60f83d8adb25e1905e06f6ba
88,0,717,728,0,107,,0,,0,5,0,495,0,Snivy,0,0,0,495,0,0,509,90,285,0,0,grass,,Sunny/clear,,60f83d8adb25e1905e06f6bb
122,0,1266,1284,0,152,,0,,0,5,0,496,0,Servine,0,0,0,496,0,0,510,120,394,0,0,grass,,Sunny/clear,,60f83d8adb25e1905e06f6bc
161,0,2059,2089,0,204,,0,,0,5,0,497,0,Serperior,0,0,0,497,0,0,511,150,515,0,0,grass,,Sunny/clear,,60f83d8adb25e1905e06f6bd
115,0,963,977,0,85,,0,,0,5,0,498,0,Tepig,0,0,0,498,0,0,512,130,330,0,0,fire,,Sunny/clear,,60f83d8adb25e1905e06f6be
173,0,1777,1803,0,106,,0,,0,5,0,499,0,Pignite,0,0,0,499,0,0,513,180,459,0,0,fire,fighting,Sunny/clear,Cloudy,60f83d8adb25e1905e06f6bf
235,0,2811,2852,0,127,Evolved,0,,0,5,0,500,0,Emboar,0,0,0,500,0,0,514,220,582,0,0,fire,fighting,Sunny/clear,Cloudy,60f83d8adb25e1905e06f6c0
117,0,908,921,0,85,,0,,0,5,0,501,0,Oshawott,0,0,0,501,0,0,515,110,312,0,0,water,,Rainy,,60f83d8adb25e1905e06f6c1
159,0,1574,1597,0,116,,0,,0,5,0,502,0,Dewott,0,0,0,502,0,0,516,150,425,0,0,water,,Rainy,,60f83d8adb25e1905e06f6c2
212,0,2677,2715,0,164,Lower,0,,0,5,0,503,0,Samurott,0,0,0,503,0,0,517,190,566,0,0,water,,Rainy,,60f83d8adb25e1905e06f6c3
98,0,668,678,0,73,,0,,0,5,0,504,0,Patrat,0,0,0,504,0,0,518,90,261,0,0,normal,,Partly cloudy,,60f83d8adb25e1905e06f6c4
165,0,1597,1621,0,139,,0,,0,5,0,505,0,Watchog,0,0,0,505,0,0,519,120,424,0,0,normal,,Partly cloudy,,60f83d8adb25e1905e06f6c5
107,0,773,784,0,86,,0,,0,5,0,506,0,Lillipup,0,0,0,506,0,0,520,90,283,0,0,normal,,Partly cloudy,,60f83d8adb25e1905e06f6c6
145,0,1408,1428,0,126,,0,,0,5,0,507,0,Herdier,0,0,0,507,0,0,521,130,401,0,0,normal,,Partly cloudy,,60f83d8adb25e1905e06f6c7
206,0,2597,2635,0,182,Lower,0,,0,5,0,508,0,Stoutland,0,0,0,508,0,0,522,170,558,0,0,normal,,Partly cloudy,,60f83d8adb25e1905e06f6c8
98,0,642,652,0,73,,0,,0,5,0,509,0,Purrloin,0,0,0,509,0,0,523,82,253,0,0,dark,,Fog,,60f83d8adb25e1905e06f6c9
187,0,1635,1659,0,106,,0,,0,5,0,510,0,Liepard,0,0,0,510,0,0,524,128,421,0,0,dark,,Fog,,60f83d8adb25e1905e06f6ca
104,0,820,832,0,94,,0,,0,5,0,511,0,Pansage,0,0,0,511,0,0,525,100,298,0,0,grass,,Sunny/clear,,60f83d8adb25e1905e06f6cb
206,0,2126,2156,0,133,,0,,0,5,0,512,0,Simisage,0,0,0,512,0,0,526,150,489,0,0,grass,,Sunny/clear,,60f83d8adb25e1905e06f6cc
104,0,820,832,0,94,,0,,0,5,0,513,0,Pansear,0,0,0,513,0,0,527,100,298,0,0,fire,,Sunny/clear,,60f83d8adb25e1905e06f6cd
206,0,2126,2156,0,133,,0,,0,5,0,514,0,Simisear,0,0,0,514,0,0,528,150,489,0,0,fire,,Sunny/clear,,60f83d8adb25e1905e06f6ce
104,0,820,832,0,94,,0,,0,5,0,515,0,Panpour,0,0,0,515,0,0,529,100,298,0,0,water,,Rainy,,60f83d8adb25e1905e06f6cf
206,0,2126,2156,0,133,,0,,0,5,0,516,0,Simipour,0,0,0,516,0,0,530,150,489,0,0,water,,Rainy,,60f83d8adb25e1905e06f6d0
111,0,1060,1076,0,97,,0,,0,5,0,517,0,Munna,0,0,0,517,0,0,531,152,360,0,0,psychic,,Windy,,60f83d8adb25e1905e06f6d1
183,0,2612,2650,0,171,Evolved,0,,0,5,0,518,0,Musharna,0,0,0,518,0,0,532,232,586,0,0,psychic,,Windy,,60f83d8adb25e1905e06f6d2
98,0,760,771,0,89,,0,,0,5,0,519,0,Pidove,0,0,0,519,0,0,533,100,287,0,0,normal,flying,Partly cloudy,Windy,60f83d8adb25e1905e06f6d3
144,0,1325,1345,0,117,,0,,0,5,0,520,0,Tranquill,0,0,0,520,0,0,534,124,385,0,0,normal,flying,Partly cloudy,Windy,60f83d8adb25e1905e06f6d4
226,0,2596,2634,0,160,Lower,0,,0,5,0,521,0,Unfezant,0,0,0,521,0,0,535,160,546,0,0,normal,flying,Partly cloudy,Windy,60f83d8adb25e1905e06f6d5
118,0,745,756,0,64,,0,,0,5,0,522,0,Blitzle,0,0,0,522,0,0,536,90,272,0,0,electric,,Rainy,,60f83d8adb25e1905e06f6d6
211,0,2196,2228,0,136,,0,,0,5,0,523,0,Zebstrika,0,0,0,523,0,0,537,150,497,0,0,electric,,Rainy,,60f83d8adb25e1905e06f6d7
121,0,1150,1166,0,136,,0,,0,5,0,524,0,Roggenrola,0,0,0,524,0,0,538,110,367,0,0,rock,,Partly cloudy,,60f83d8adb25e1905e06f6d8
174,0,1986,2015,0,173,,0,,0,5,0,525,0,Boldore,0,0,0,525,0,0,539,140,487,0,0,rock,,Partly cloudy,,60f83d8adb25e1905e06f6d9
226,0,3113,3158,0,223,Lower,0,,0,5,0,526,0,Gigalith,0,0,0,526,0,0,540,170,619,0,0,rock,,Partly cloudy,,60f83d8adb25e1905e06f6da
107,0,904,917,0,85,,0,,0,5,0,527,0,Woobat,0,0,0,527,0,0,541,130,322,0,0,psychic,flying,Windy,,60f83d8adb25e1905e06f6db
161,0,1531,1553,0,119,,0,,0,5,0,528,0,Swoobat,0,0,0,528,0,0,542,134,414,0,0,psychic,flying,Windy,,60f83d8adb25e1905e06f6dc
154,0,1226,1244,0,88,,0,,0,5,0,529,0,Drilbur,0,0,0,529,0,0,543,120,362,0,0,ground,,Sunny/clear,,60f83d8adb25e1905e06f6dd
255,0,3089,3134,0,132,Lower,0,,0,5,0,530,0,Excadrill,0,0,0,530,0,0,544,220,607,0,0,ground,steel,Sunny/clear,Snow,60f83d8adb25e1905e06f6de
114,0,1575,1598,0,163,,0,,0,5,0,531,0,Audino,0,0,0,531,0,0,545,206,483,0,0,normal,,Partly cloudy,,60f83d8adb25e1905e06f6df
134,0,1247,1265,0,97,,0,,0,5,0,532,0,Timburr,0,0,0,532,0,0,546,150,381,0,0,fighting,,Cloudy,,60f83d8adb25e1905e06f6e0
180,0,2097,2127,0,150,,0,,0,5,0,533,0,Gurdurr,0,0,0,533,0,0,547,170,500,0,0,fighting,,Cloudy,,60f83d8adb25e1905e06f6e1
243,0,3258,3305,0,172,Evolved,0,,0,5,0,534,0,Conkeldurr,0,0,0,534,0,0,548,210,625,0,0,fighting,,Cloudy,,60f83d8adb25e1905e06f6e2
98,0,719,729,0,78,,0,,0,5,0,535,0,Tympole,0,0,0,535,0,0,549,100,276,0,0,water,,Rainy,,60f83d8adb25e1905e06f6e3
128,0,1259,1277,0,109,,0,,0,5,0,536,0,Palpitoad,0,0,0,536,0,0,550,150,387,0,0,water,ground,Rainy,Sunny/clear,60f83d8adb25e1905e06f6e4
188,0,2408,2442,0,150,Evolved,0,,0,5,0,537,0,Seismitoad,0,0,0,537,0,0,551,210,548,0,0,water,ground,Rainy,Sunny/clear,60f83d8adb25e1905e06f6e5
172,0,2432,2467,0,160,Evolved,0,,0,5,0,538,0,Throh,0,0,0,538,0,0,552,240,572,0,0,fighting,,Cloudy,,60f83d8adb25e1905e06f6e6
231,0,2521,2558,0,153,,0,,0,5,0,539,0,Sawk,0,0,0,539,0,0,553,150,534,0,0,fighting,,Cloudy,,60f83d8adb25e1905e06f6e7
96,0,840,852,0,129,,0,,0,5,0,540,0,Sewaddle,0,0,0,540,0,0,554,90,315,0,0,bug,grass,Rainy,Sunny/clear,60f83d8adb25e1905e06f6e8
115,0,1203,1221,0,166,,0,,0,5,0,541,0,Swadloon,0,0,0,541,0,0,555,110,391,0,0,bug,grass,Rainy,Sunny/clear,60f83d8adb25e1905e06f6e9
205,0,2334,2368,0,165,,0,,0,5,0,542,0,Leavanny,0,0,0,542,0,0,556,150,520,0,0,bug,grass,Rainy,Sunny/clear,60f83d8adb25e1905e06f6ea
83,0,581,590,0,109,,0,,0,5,0,543,0,Venipede,0,0,0,543,0,0,557,60,252,0,0,bug,poison,Rainy,Cloudy,60f83d8adb25e1905e06f6eb
100,0,968,982,0,182,,0,,0,5,0,544,0,Whirlipede,0,0,0,544,0,0,558,80,362,0,0,bug,poison,Rainy,Cloudy,60f83d8adb25e1905e06f6ec
203,0,2210,2242,0,186,,0,,0,5,0,545,0,Scolipede,0,0,0,545,0,0,559,120,509,0,0,bug,poison,Rainy,Cloudy,60f83d8adb25e1905e06f6ed
71,0,590,599,0,116,,0,,0,5,0,546,0,Cottonee,0,0,0,546,0,0,560,80,267,0,0,grass,fairy,Sunny/clear,Cloudy,60f83d8adb25e1905e06f6ee
164,0,1797,1823,0,182,,0,,0,5,0,547,0,Whimsicott,0,0,0,547,0,0,561,120,466,0,0,grass,fairy,Sunny/clear,Cloudy,60f83d8adb25e1905e06f6ef
119,0,870,882,0,91,,0,,0,5,0,548,0,Petilil,0,0,0,548,0,0,562,90,300,0,0,grass,,Sunny/clear,,60f83d8adb25e1905e06f6f0
214,0,2288,2321,0,155,,0,,0,5,0,549,0,Lilligant,0,0,0,549,0,0,563,140,509,0,0,grass,,Sunny/clear,,60f83d8adb25e1905e06f6f1
189,0,1908,1936,0,134,,0,,0,5,0,550,0,Basculin,0,0,0,550,0,0,564,140,463,0,0,water,,Rainy,,60f83d8adb25e1905e06f6f2
132,0,889,902,0,69,,0,,0,5,0,551,0,Sandile,0,0,0,551,0,0,565,100,301,0,0,ground,dark,Sunny/clear,Fog,60f83d8adb25e1905e06f6f3
155,0,1246,1264,0,90,,0,,0,5,0,552,0,Krokorok,0,0,0,552,0,0,566,120,365,0,0,ground,dark,Sunny/clear,Fog,60f83d8adb25e1905e06f6f4
229,0,2869,2911,0,163,Evolved,0,,0,5,0,553,0,Krookodile,0,0,0,553,0,0,567,190,582,0,0,ground,dark,Sunny/clear,Fog,60f83d8adb25e1905e06f6f5
153,0,1294,1312,0,86,,0,,0,5,0,554,0,Darumaka,0,0,0,554,0,0,568,140,379,0,0,fire,,Sunny/clear,,60f83d8adb25e1905e06f6f6
263,0,2915,2958,0,114,Evolved,0,,0,5,0,555,0,Darmanitan (Zen Mode),0,0,0,555,0,0,569,210,587,0,0,fire,,Sunny/clear,,60f83d8adb25e1905e06f6f7
263,0,2915,2958,0,114,Evolved,0,,0,5,0,555,0,Darmanitan (Standard Mode),0,0,0,555,0,0,570,210,587,0,0,fire,,Sunny/clear,,60f83d8adb25e1905e06f6f8
201,0,2056,2086,0,130,,0,,0,5,0,556,0,Maractus,0,0,0,556,0,0,571,150,481,0,0,grass,,Sunny/clear,,60f83d8adb25e1905e06f6f9
118,0,1134,1151,0,152,,0,,0,5,0,557,0,Dwebble,0,0,0,557,0,0,572,100,370,0,0,bug,rock,Rainy,Partly cloudy,60f83d8adb25e1905e06f6fa
188,0,2405,2440,0,224,Evolved,0,,0,5,0,558,0,Crustle,0,0,0,558,0,0,573,140,552,0,0,bug,rock,Rainy,Partly cloudy,60f83d8adb25e1905e06f6fb
132,0,1176,1193,0,132,,0,,0,5,0,559,0,Scraggy,0,0,0,559,0,0,574,100,364,0,0,dark,fighting,Fog,Cloudy,60f83d8adb25e1905e06f6fc
163,0,2031,2060,0,222,,0,,0,5,0,560,0,Scrafty,0,0,0,560,0,0,575,130,515,0,0,dark,fighting,Fog,Cloudy,60f83d8adb25e1905e06f6fd
204,0,2293,2326,0,167,,0,,0,5,0,561,0,Sigilyph,0,0,0,561,0,0,576,144,515,0,0,psychic,flying,Windy,,60f83d8adb25e1905e06f6fe
95,0,829,841,0,150,,0,,0,5,0,562,0,Yamask,0,0,0,562,0,0,577,76,321,0,0,ghost,,Fog,,60f83d8adb25e1905e06f6ff
163,0,2060,2090,0,255,,0,,0,5,0,563,0,Cofagrigus,0,0,0,563,0,0,578,116,534,0,0,ghost,,Fog,,60f83d8adb25e1905e06f700
134,0,1391,1411,0,172,,0,,0,5,0,564,0,Tirtouga,0,0,0,564,0,0,579,108,414,0,0,water,rock,Rainy,Partly cloudy,60f83d8adb25e1905e06f701
192,0,2536,2573,0,228,Evolved,0,,0,5,0,565,0,Carracosta,0,0,0,565,0,0,580,148,568,0,0,water,rock,Rainy,Partly cloudy,60f83d8adb25e1905e06f702
213,0,1600,1623,0,89,,0,,0,5,0,566,0,Archen,0,0,0,566,0,0,581,110,412,0,0,rock,flying,Partly cloudy,Windy,60f83d8adb25e1905e06f703
292,0,3012,3056,0,139,Evolved,0,,0,5,0,567,0,Archeops,0,0,0,567,0,0,582,150,581,0,0,rock,flying,Partly cloudy,Windy,60f83d8adb25e1905e06f704
96,0,857,870,0,122,,0,,0,5,0,568,0,Trubbish,0,0,0,568,0,0,583,100,318,0,0,poison,,Cloudy,,60f83d8adb25e1905e06f705
181,0,2135,2166,0,164,,0,,0,5,0,569,0,Garbodor,0,0,0,569,0,0,584,160,505,0,0,poison,,Cloudy,,60f83d8adb25e1905e06f706
153,0,972,986,0,78,,0,,0,5,0,570,0,Zorua,0,0,0,570,0,0,585,80,311,0,0,dark,,Fog,,60f83d8adb25e1905e06f707
250,0,2258,2291,0,127,,0,,0,5,0,571,0,Zoroark,0,0,0,571,0,0,586,120,497,0,0,dark,,Fog,,60f83d8adb25e1905e06f708
98,0,758,769,0,80,,0,,0,5,0,572,0,Minccino,0,0,0,572,0,0,587,110,288,0,0,normal,,Partly cloudy,,60f83d8adb25e1905e06f709
198,0,2028,2057,0,130,,0,,0,5,0,573,0,Cinccino,0,0,0,573,0,0,588,150,478,0,0,normal,,Partly cloudy,,60f83d8adb25e1905e06f70a
98,0,822,834,0,118,,0,,0,5,0,574,0,Gothita,0,0,0,574,0,0,589,90,306,0,0,psychic,,Windy,,60f83d8adb25e1905e06f70b
137,0,1434,1455,0,159,,0,,0,5,0,575,0,Gothorita,0,0,0,575,0,0,590,120,416,0,0,psychic,,Windy,,60f83d8adb25e1905e06f70c
176,0,2205,2237,0,212,,0,,0,5,0,576,0,Gothitelle,0,0,0,576,0,0,591,140,528,0,0,psychic,,Windy,,60f83d8adb25e1905e06f70d
170,0,1178,1195,0,87,,0,,0,5,0,577,0,Solosis,0,0,0,577,0,0,592,90,347,0,0,psychic,,Windy,,60f83d8adb25e1905e06f70e
208,0,1826,1852,0,107,,0,,0,5,0,578,0,Duosion,0,0,0,578,0,0,593,130,445,0,0,psychic,,Windy,,60f83d8adb25e1905e06f70f
214,0,2801,2841,0,153,Evolved,0,,0,5,0,579,0,Reuniclus,0,0,0,579,0,0,594,220,587,0,0,psychic,,Windy,,60f83d8adb25e1905e06f710
84,0,757,768,0,96,,0,,0,5,0,580,0,Ducklett,0,0,0,580,0,0,595,124,304,0,0,water,flying,Rainy,Windy,60f83d8adb25e1905e06f711
182,0,1888,1916,0,132,,0,,0,5,0,581,0,Swanna,0,0,0,581,0,0,596,150,464,0,0,water,flying,Rainy,Windy,60f83d8adb25e1905e06f712
118,0,857,869,0,111,,0,,0,5,0,582,0,Vanillite,0,0,0,582,0,0,597,72,301,0,0,ice,,Snow,,60f83d8adb25e1905e06f713
151,0,1389,1409,0,143,,0,,0,5,0,583,0,Vanillish,0,0,0,583,0,0,598,102,396,0,0,ice,,Snow,,60f83d8adb25e1905e06f714
218,0,2573,2610,0,190,Evolved,0,,0,5,0,584,0,Vanilluxe,0,0,0,584,0,0,599,142,550,0,0,ice,,Snow,,60f83d8adb25e1905e06f715
115,0,997,1011,0,100,,0,,0,5,0,585,0,Deerling,0,0,0,585,0,0,600,120,335,0,0,normal,grass,Partly cloudy,Sunny/clear,60f83d8adb25e1905e06f716
198,0,2201,2233,0,146,,0,,0,5,0,586,0,Sawsbuck,0,0,0,586,0,0,601,160,504,0,0,normal,grass,Partly cloudy,Sunny/clear,60f83d8adb25e1905e06f717
158,0,1419,1439,0,127,,0,,0,5,0,587,0,Emolga,0,0,0,587,0,0,602,110,395,0,0,electric,flying,Rainy,Windy,60f83d8adb25e1905e06f718
137,0,1013,1028,0,87,,0,,0,5,0,588,0,Karrablast,0,0,0,588,0,0,603,100,324,0,0,bug,,Rainy,,60f83d8adb25e1905e06f719
223,0,2592,2630,0,187,Evolved,0,,0,5,0,589,0,Escavalier,0,0,0,589,0,0,604,140,550,0,0,bug,steel,Rainy,Snow,60f83d8adb25e1905e06f71a
97,0,894,907,0,95,,0,,0,5,0,590,0,Foongus,0,0,0,590,0,0,605,138,330,0,0,grass,poison,Sunny/clear,Cloudy,60f83d8adb25e1905e06f71b
155,0,2057,2087,0,144,,0,,0,5,0,591,0,Amoonguss,0,0,0,591,0,0,606,228,527,0,0,grass,poison,Sunny/clear,Cloudy,60f83d8adb25e1905e06f71c
115,0,1149,1166,0,150,,0,,0,5,0,592,0,Frillish,0,0,0,592,0,0,607,110,375,0,0,water,ghost,Rainy,Fog,60f83d8adb25e1905e06f71d
159,0,2276,2309,0,195,Evolved,0,,0,5,0,593,0,Jellicent,0,0,0,593,0,0,608,200,554,0,0,water,ghost,Rainy,Fog,60f83d8adb25e1905e06f71e
138,0,2233,2266,0,148,Evolved,0,,0,5,0,594,0,Alomomola,0,0,0,594,0,0,609,330,616,0,0,water,,Rainy,,60f83d8adb25e1905e06f71f
110,0,877,889,0,98,,0,,0,5,0,595,0,Joltik,0,0,0,595,0,0,610,100,308,0,0,bug,electric,Rainy,,60f83d8adb25e1905e06f720
201,0,1979,2008,0,128,,0,,0,5,0,596,0,Galvantula,0,0,0,596,0,0,611,140,469,0,0,bug,electric,Rainy,,60f83d8adb25e1905e06f721
82,0,794,806,0,157,,0,,0,5,0,597,0,Ferroseed,0,0,0,597,0,0,612,88,327,0,0,grass,steel,Sunny/clear,Snow,60f83d8adb25e1905e06f722
158,0,2128,2159,0,230,Evolved,0,,0,5,0,598,0,Ferrothorn,0,0,0,598,0,0,613,148,536,0,0,grass,steel,Sunny/clear,Snow,60f83d8adb25e1905e06f723
98,0,805,816,0,126,,0,,0,5,0,599,0,Klink,0,0,0,599,0,0,614,80,304,0,0,steel,,Snow,,60f83d8adb25e1905e06f724
150,0,1643,1667,0,179,,0,,0,5,0,600,0,Klang,0,0,0,600,0,0,615,120,449,0,0,steel,,Snow,,60f83d8adb25e1905e06f725
199,0,2396,2430,0,230,Evolved,0,,0,5,0,601,0,Klinklang,0,0,0,601,0,0,616,120,549,0,0,steel,,Snow,,60f83d8adb25e1905e06f726
105,0,656,666,0,78,,0,,0,5,0,602,0,Tynamo,0,0,0,602,0,0,617,70,253,0,0,electric,,Rainy,,60f83d8adb25e1905e06f727
156,0,1526,1548,0,130,,0,,0,5,0,603,0,Eelektrik,0,0,0,603,0,0,618,130,416,0,0,electric,,Rainy,,60f83d8adb25e1905e06f728
217,0,2510,2546,0,152,Lower,0,,0,5,0,604,0,Eelektross,0,0,0,604,0,0,619,170,539,0,0,electric,,Rainy,,60f83d8adb25e1905e06f729
148,0,1203,1220,0,100,,0,,0,5,0,605,0,Elgyem,0,0,0,605,0,0,620,110,358,0,0,psychic,,Windy,,60f83d8adb25e1905e06f72a
221,0,2552,2589,0,172,Evolved,0,,0,5,0,606,0,Beheeyem,0,0,0,606,0,0,621,150,543,0,0,psychic,,Windy,,60f83d8adb25e1905e06f72b
108,0,863,875,0,98,,0,,0,5,0,607,0,Litwick,0,0,0,607,0,0,622,100,306,0,0,ghost,fire,Fog,Sunny/clear,60f83d8adb25e1905e06f72c
169,0,1500,1522,0,115,,0,,0,5,0,608,0,Lampent,0,0,0,608,0,0,623,120,404,0,0,ghost,fire,Fog,Sunny/clear,60f83d8adb25e1905e06f72d
271,0,2871,2913,0,182,Lower,0,,0,5,0,609,0,Chandelure,0,0,0,609,0,0,624,120,573,0,0,ghost,fire,Fog,Sunny/clear,60f83d8adb25e1905e06f72e
154,0,1208,1225,0,111,,0,,0,5,0,610,0,Axew,0,0,0,610,0,0,625,92,357,0,0,dragon,,Windy,,60f83d8adb25e1905e06f72f
212,0,2061,2091,0,133,,0,,0,5,0,611,0,Fraxure,0,0,0,611,0,0,626,132,477,0,0,dragon,,Windy,,60f83d8adb25e1905e06f730
284,0,3347,3395,0,183,Evolved,0,,0,5,0,612,0,Haxorus,0,0,0,612,0,0,627,152,619,0,0,dragon,,Windy,,60f83d8adb25e1905e06f731
128,0,928,942,0,74,,0,,0,5,0,613,0,Cubchoo,0,0,0,613,0,0,628,110,312,0,0,ice,,Snow,,60f83d8adb25e1905e06f732
233,0,2825,2865,0,152,Evolved,0,,0,5,0,614,0,Beartic,0,0,0,614,0,0,629,190,575,0,0,ice,,Snow,,60f83d8adb25e1905e06f733
190,0,2788,2829,0,264,Lower,0,,0,5,0,615,0,Cryogonal,0,0,0,615,0,0,630,160,614,0,0,ice,,Snow,,60f83d8adb25e1905e06f734
72,0,735,746,0,149,,0,,0,5,0,616,0,Shelmet,0,0,0,616,0,0,631,100,321,0,0,bug,,Rainy,,60f83d8adb25e1905e06f735
220,0,2312,2346,0,131,,0,,0,5,0,617,0,Accelgor,0,0,0,617,0,0,632,160,511,0,0,bug,,Rainy,,60f83d8adb25e1905e06f736
144,0,2070,2100,0,177,Evolved,0,,0,5,0,618,0,Stunfisk,0,0,0,618,0,0,633,218,539,0,0,ground,electric,Sunny/clear,Rainy,60f83d8adb25e1905e06f737
160,0,1173,1190,0,98,,0,,0,5,0,619,0,Mienfoo,0,0,0,619,0,0,634,90,348,0,0,fighting,,Cloudy,,60f83d8adb25e1905e06f738
258,0,2411,2446,0,127,,0,,0,5,0,620,0,Mienshao,0,0,0,620,0,0,635,130,515,0,0,fighting,,Cloudy,,60f83d8adb25e1905e06f739
213,0,2481,2517,0,170,Lower,0,,0,5,0,621,0,Druddigon,0,0,0,621,0,0,636,154,537,0,0,dragon,,Windy,,60f83d8adb25e1905e06f73a
127,0,1042,1058,0,92,,0,,0,5,0,622,0,Golett,0,0,0,622,0,0,637,118,337,0,0,ground,ghost,Sunny/clear,Fog,60f83d8adb25e1905e06f73b
222,0,2635,2673,0,154,Lower,0,,0,5,0,623,0,Golurk,0,0,0,623,0,0,638,178,554,0,0,ground,ghost,Sunny/clear,Fog,60f83d8adb25e1905e06f73c
154,0,1279,1297,0,129,,0,,0,5,0,624,0,Pawniard,0,0,0,624,0,0,639,90,373,0,0,dark,steel,Fog,Snow,60f83d8adb25e1905e06f73d
232,0,2628,2666,0,191,Evolved,0,,0,5,0,625,0,Bisharp,0,0,0,625,0,0,640,130,553,0,0,dark,steel,Fog,Snow,60f83d8adb25e1905e06f73e
195,0,2598,2635,0,182,Evolved,0,,0,5,0,626,0,Bouffalant,0,0,0,626,0,0,641,190,567,0,0,normal,,Partly cloudy,,60f83d8adb25e1905e06f73f
150,0,1338,1357,0,97,,0,,0,5,0,627,0,Rufflet,0,0,0,627,0,0,642,140,387,0,0,normal,flying,Partly cloudy,Windy,60f83d8adb25e1905e06f740
